lead_time,order_volume,weather_index,supplier_reliability,disruption_status
7.1,3397,0.83,0.02,1
13.0,2733,0.29,0.27,1
19.3,3990,0.81,0.86,0
13.7,891,0.92,0.04,1
16.5,9291,0.43,0.44,1
12.4,251,0.37,0.12,1
8.9,3163,0.8,0.42,1
13.4,6467,0.53,0.84,0
15.5,8004,0.68,0.62,0
10.7,2191,0.62,0.74,1
12.8,4699,0.15,0.35,0
9.3,7508,0.84,0.94,1
19.6,3077,0.2,0.71,0
12.5,942,0.93,0.42,1
21.3,3893,0.25,0.43,0
21.6,1759,0.73,0.92,0
13.6,8889,0.28,0.58,0
9.0,5262,0.32,0.71,0
3.6,6546,0.31,0.42,0
6.6,4370,0.75,0.22,1
7.1,3703,0.56,0.72,0
20.9,6864,0.88,0.61,0
14.6,1316,0.31,0.5,1
15.9,2391,0.69,0.62,1
2.9,3911,0.75,0.21,1
8.0,5093,0.15,0.79,0
18.4,5242,0.4,0.95,0
15.4,6962,0.48,0.89,0
13.3,9223,0.36,0.32,1
16.8,6633,0.32,0.41,0
22.2,7626,0.69,0.81,0
12.9,3078,0.22,0.6,0
14.3,5447,0.71,0.55,0
15.0,8033,0.94,0.93,1
26.0,4695,0.57,0.54,1
3.5,6311,0.61,0.51,1
17.4,2270,0.07,0.04,0
13.4,8627,0.86,0.07,1
16.8,9468,0.29,0.01,1
10.7,3121,0.62,0.91,0
13.8,9070,0.98,0.41,1
17.6,7936,0.6,0.47,1
29.6,1285,0.72,0.85,0
18.0,3385,0.45,0.61,0
9.8,3547,0.06,0.61,0
